Name,Category,Type,RGBController,VID,PID,SVID,SPID,Save,Direct,Effects,Comments
"Cooler Master MasterKeys Pro L White","Keyboard","USB","Coolermaster Masterkeys Keyboards","2516","0047","","","🤖","✔️","✔️",""
"Cooler Master MasterKeys Pro S","Keyboard","USB","Coolermaster Masterkeys Keyboards","2516","003C","","","🤖","✔️","✔️",""
"Cooler Master MK750","Keyboard","USB","Coolermaster Masterkeys Keyboards","2516","0067","","","🤖","✔️","✔️",""
"Cooler Master SK630","Keyboard","USB","Coolermaster Masterkeys Keyboards","2516","0089","","","🤖","✔️","✔️",""
"Cooler Master SK650","Keyboard","USB","Coolermaster Masterkeys Keyboards","2516","008D","","","🤖","✔️","✔️",""
"Cooler Master MM530","Mouse","USB","Coolermaster Master Mouse","2516","0065","","","🤖","✔️","✔️",""
"Cooler Master MM711","Mouse","USB","Coolermaster Master Mouse","2516","0101","","","🤖","✔️","✔️",""
"Cooler Master MM720","Mouse","USB","Coolermaster Master Mouse","2516","0141","","","🤖","✔️","✔️",""
"Cooler Master MM730","Mouse","USB","Coolermaster Master Mouse","2516","0165","","","🤖","✔️","✔️",""
"Cooler Master MP750 XL","Mouse","USB","Coolermaster Master Mouse","2516","0109","","","🤖","✔️","✔️",""
"Cooler Master MP750 Large","Mouse","USB","Coolermaster Master Mouse","2516","0107","","","🤖","✔️","✔️",""
"Cooler Master MP750 Medium","Mouse","USB","Coolermaster Master Mouse","2516","0105","","","🤖","✔️","✔️",""
"Cooler Master MM530","Mouse","USB","Coolermaster Master Mouse","2516","0065","","","✔️","✔️","✔️",""
"Cooler Master MM711","Mouse","USB","Coolermaster Master Mouse","2516","0101","","","✔️","✔️","✔️",""
"Cooler Master MM720","Mouse","USB","Coolermaster Master Mouse","2516","0141","","","✔️","✔️","✔️",""
"Cooler Master MM730","Mouse","USB","Coolermaster Master Mouse","2516","0165","","","✔️","✔️","✔️",""
"Cooler Master MP750 XL","Mouse","USB","Coolermaster Master Mouse","2516","0109","","","✔️","✔️","✔️",""
"Cooler Master MP750 Large","Mouse","USB","Coolermaster Master Mouse","2516","0107","","","✔️","✔️","✔️",""
"Cooler Master MP750 Medium","Mouse","USB","Coolermaster Master Mouse","2516","0105","","","✔️","✔️","✔️",""
"Cooler Master MP750 XL","Mousemat","USB","Coolermaster Mouse Pad","2516","0109","","","🤖","❌","✔️",""
"Cooler Master MP750 Large","Mousemat","USB","Coolermaster Mouse Pad","2516","0107","","","🤖","❌","✔️",""
"Cooler Master MP750 Medium","Mousemat","USB","Coolermaster Mouse Pad","2516","0105","","","🤖","❌","✔️",""
"Cooler Master Radeon 6000 GPU","GPU","USB","AMD Radeon 6000","2516","014D","","","❌","✔️","✔️","Similar to the Wraith Spire before it the AMD branded Radeon
GPUs have an RGB controller provided by Coolermaster."
"Cooler Master Radeon 6900 GPU","GPU","USB","AMD Radeon 6000","2516","015B","","","❌","✔️","✔️","Similar to the Wraith Spire before it the AMD branded Radeon
GPUs have an RGB controller provided by Coolermaster."
"Cooler Master RGB","LEDStrip","USB","Coolermaster RGB","2516","004F","","","🤖","❌","✔️","This is a 12V analogue RGB controller only."
"Cooler Master Small ARGB","LEDStrip","USB","Coolermaster Small ARGB","2516","1000","","","🤖","✔️","✔️","The Coolermaster Small ARGB device supports `Direct` mode
from firmware 0012 onwards. Check the serial number for the date
""A202104052336"" or newer."
"Corsair Commander Core","Cooler","USB","Corsair Commander Core","1B1C","0C1C","","","❌","✔️","❌",""
"Corsair Commander Core","Cooler","USB","Corsair Commander Core","1B1C","0C32","","","❌","✔️","❌",""
"","RAM","SMBus","Corsair Dominator Platinum","","","","","❌","✔️","❌",""
"","Cooler","USB","Corsair Hydro Series H100i v2 AIO","","","","","❌","✔️","❌",""
"","Cooler","USB","Corsair Hydro","","","","","❌","✔️","✔️",""
"Corsair Hydro H100i Platinum","Cooler","USB","Corsair Hydro Platinum","1B1C","0C18","","","❌","✔️","❌",""
"Corsair Hydro H100i Platinum SE","Cooler","USB","Corsair Hydro Platinum","1B1C","0C19","","","❌","✔️","❌",""
"Corsair Hydro H115i Platinum","Cooler","USB","Corsair Hydro Platinum","1B1C","0C17","","","❌","✔️","❌",""
"Corsair Hydro H60i Pro XT","Cooler","USB","Corsair Hydro Platinum","1B1C","0C29","","","❌","✔️","❌",""
"Corsair Hydro H100i Pro XT","Cooler","USB","Corsair Hydro Platinum","1B1C","0C20","","","❌","✔️","❌",""
"Corsair Hydro H100i Pro XT v2","Cooler","USB","Corsair Hydro Platinum","1B1C","0C2D","","","❌","✔️","❌",""
"Corsair Hydro H115i Pro XT","Cooler","USB","Corsair Hydro Platinum","1B1C","0C21","","","❌","✔️","❌",""
"Corsair Hydro H150i Pro XT","Cooler","USB","Corsair Hydro Platinum","1B1C","0C22","","","❌","✔️","❌",""
"Corsair Lighting Node Core","LEDStrip","USB","Corsair Lighting Node","1B1C","0C1A","","","🤖","✔️","✔️",""
"Corsair Lighting Node Pro","LEDStrip","USB","Corsair Lighting Node","1B1C","0C0B","","","🤖","✔️","✔️",""
"Corsair Commander Pro","LEDStrip","USB","Corsair Lighting Node","1B1C","0C10","","","🤖","✔️","✔️",""
"Corsair LS100 Lighting Kit","LEDStrip","USB","Corsair Lighting Node","1B1C","0C1E","","","🤖","✔️","✔️",""
"Corsair 1000D Obsidian","LEDStrip","USB","Corsair Lighting Node","1B1C","1D00","","","🤖","✔️","✔️",""
"Corsair SPEC OMEGA RGB","LEDStrip","USB","Corsair Lighting Node","1B1C","1D04","","","🤖","✔️","✔️",""
"Corsair LT100","LEDStrip","USB","Corsair Lighting Node","1B1C","0C23","","","🤖","✔️","✔️",""
"Corsair K100","Keyboard","USB","Corsair K100 Keyboard","1B1C","1B7C","","","❌","✔️","❌",""
"Corsair K100","Keyboard","USB","Corsair K100 Keyboard","1B1C","1B7D","","","❌","✔️","❌",""
"Corsair K55 RGB PRO XT","Keyboard","USB","Corsair K55 RGB Pro XT","1B1C","1BA1","","","❌","✔️","✔️",""
"Corsair K65 Mini","Keyboard","USB","Corsair K65 Mini","1B1C","1BAF","","","❌","✔️","❌",""
"Corsair K95 RGB PLATINUM XT","Keyboard","USB","Corsair K95 Platinum XT Keyboard","1B1C","1B89","","","❌","✔️","❌",""
"Corsair K55 RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B3D","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair K65 RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B17","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair K65 LUX RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B37","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair K65 RGB RAPIDFIRE","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B39","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair K68 RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B4F","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair K70 RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B13","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair K70 LUX","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B36","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair K70 LUX RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B33","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair K70 RGB RAPIDFIRE","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B38","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair K70 RGB MK.2","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B49","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair K70 RGB MK.2 SE","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B6B","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair K70 RGB MK.2 Low Profile","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B55","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair K95 RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B11","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair K95 RGB PLATINUM","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B2D","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair Strafe","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B20","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair Strafe Red","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B44","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair Strafe MK.2","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B48","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair Glaive RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B34","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair Glaive RGB PRO","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B74","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair Harpoon RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B3C","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair Harpoon RGB PRO","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B75","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair Ironclaw RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B5D","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair M65","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B12","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair M65 PRO","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B2E","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair M65 RGB Elite","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B5A","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair Nightsword","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B5C","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair Scimitar RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B1E","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair Scimitar PRO RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B3E","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair Scimitar Elite RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B8B","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair Sabre RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B2F","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair MM800 RGB Polaris","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","1B3B","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"Corsair ST100 RGB","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Corsair Peripheral","1B1C","0A34","","","❌","✔️","⚒️","
All controllers support `Direct` mode
Currently HW modes are implemented for the following devices:
* Corsair K70 RGB MK.2
* Corsair K70 RGB MK.2 Low Profile"
"","Keyboard","USB","Corsair Peripherals V2 Hardware","","","","","🤖","✔️","✔️",""
"Corsair K55 RGB PRO","Keyboard","USB","Corsair Peripherals V2 Software","1B1C","1BA4","","","❌","✔️","❌",""
"Corsair K60 RGB PRO","Keyboard","USB","Corsair Peripherals V2 Software","1B1C","1BA0","","","❌","✔️","❌",""
"Corsair K60 RGB PRO Low Profile","Keyboard","USB","Corsair Peripherals V2 Software","1B1C","1BAD","","","❌","✔️","❌",""
"Corsair Ironclaw Wireless","Keyboard","USB","Corsair Peripherals V2 Software","1B1C","1BA6","","","❌","✔️","❌",""
"Corsair Ironclaw Wireless (Wired)","Keyboard","USB","Corsair Peripherals V2 Software","1B1C","1B4C","","","❌","✔️","❌",""
"Corsair M55 RGB PRO","Keyboard","USB","Corsair Peripherals V2 Software","1B1C","1B70","","","❌","✔️","❌",""
"Corsair MM700","Keyboard","USB","Corsair Peripherals V2 Software","1B1C","1B9B","","","❌","✔️","❌",""
"","RAM","SMBus","Corsair Vengeance","","","","","🤖","❌","✔️",""
"","RAM","SMBus","Corsair Vengeance Pro","","","","","🤖","✔️","✔️",""
"Corsair K57 RGB (Wired)","Keyboard","USB","Corsair Wireless Peripheral","1B1C","1B6E","","","❌","✔️","❌",""
"Cougar 700K EVO Gaming Keyboard","Keyboard","USB","Cougar 700K Evo Keyboard","060B","7010","","","✔️","✔️","✔️","The Cougar 700K Evo controller implements all hardware modes
found in the OEM software but has not been able to include all
options for some modes. eg. Rainbow colour mode. Music mode was
deteremined to be a software driven effect which can be added with
the (OpenRGB Effects Engine plugin)[https://gitlab.com/OpenRGBDevelopers/OpenRGBEffectsPlugin]."
"Cougar Revenger ST","Mouse","USB","Cougar Revenger ST","12CF","0412","","","❌","✔️","✔️",""
"Creative SoundBlasterX G6","Headset","USB","Creative Sound BlasterX G6","041E","3256","","","❌","✔️","❌",""
"","RAM","SMBus","Crucial RAM","","","","","❌","✔️","✔️",""
"CRYORIG H7 Quad Lumi","Cooler","USB","Cryorig H7 Quad Lumi","1E71","1712","","","❌","✔️","✔️",""
"Dark Project KD3B V2","Keyboard","USB","Dark Project Keyboard","195D","2061","","","❌","✔️","❌","The Dark Project keyboard controller currently supports
the full size KD3B Version 2 (ANSI layout)."
"Das Keyboard Q5 RGB","Keyboard","USB","Das Keyboard","24F0","2020","","","❌","✔️","✔️",""
"Das Keyboard Q5S RGB","Keyboard","USB","Das Keyboard","24F0","209A","","","❌","✔️","✔️",""
"Das Keyboard Q4 RGB","Keyboard","USB","Das Keyboard","24F0","2037","","","❌","✔️","✔️",""
"","Unknown","I2C","Debug","","","","","❌","❌","❌",""
"Ducky Shine 7/Ducky One 2 RGB","Keyboard","USB","Ducky Keyboard","04D9","0348","","","❌","✔️","❌",""
"Ducky One 2 RGB TKL","Keyboard","USB","Ducky Keyboard","04D9","0356","","","❌","✔️","❌",""
"EK Loop Connect","LEDStrip","USB","EK Loop Connect","0483","5750","","","🤖","❌","✔️",""
"","RAM
Motherboard
GPU
Storage","SMBus","ENE SMBus Device","","","","","✔️","✔️","✔️",""
"","RAM
Motherboard
GPU
Storage","SMBus","ENE SMBus Device","","","","","✔️","✔️","✔️",""
"ASUS KO RTX 3060 OC O12G GAMING","RAM
Motherboard
GPU
Storage","SMBus","ENE SMBus Device","10DE","2503","1043","87FB","✔️","✔️","✔️",""
"ASUS TUF 3060 O12G GAMING","RAM
Motherboard
GPU
Storage","SMBus","ENE SMBus Device","10DE","2503","1043","87F5","✔️","✔️","✔️",""
"ASUS TUF 3060 O12G V2 GAMING","RAM
Motherboard
GPU
Storage","SMBus","ENE SMBus Device","10DE","2487","1043","8865","✔️","✔️","✔️",""
